Created with UCDetector 1.10.0	2016-05-14 13:33:23	http://www.ucdetector.org/	
net.sf.freecol.common.model.Tile.removeIndianSettlementInternals(Tile.java:1950)	Change visibility of Method "Tile.removeIndianSettlementInternals(Player)" to private	Tile.removeIndianSettlementInternals(Player)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Tile.getLearnableSkill(Tile.java:1955)	Change visibility of Method "Tile.getLearnableSkill(Player)" to private	Tile.getLearnableSkill(Player)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Tile.getWantedGoods(Tile.java:1960)	Change visibility of Method "Tile.getWantedGoods(Player)" to private	Tile.getWantedGoods(Player)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Tile.setIndianSettlementInternals(Tile.java:1973)	Change visibility of Method "Tile.setIndianSettlementInternals(Player,UnitType,GoodsType[])" to default	Tile.setIndianSettlementInternals(Player,UnitType,GoodsType[])	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Tile.getNearLocationLabel(Tile.java:2143)	Change visibility of Method "Tile.getNearLocationLabel(Direction,StringTemplate)" to private	Tile.getNearLocationLabel(Direction,StringTemplate)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Tile.internalToXML(Tile.java:2425)	Change visibility of Method "Tile.internalToXML(FreeColXMLWriter,String)" to private	Tile.internalToXML(FreeColXMLWriter,String)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Tile.getTagName(Tile.java:2779)	Change visibility of Method "Tile.getTagName()" to default	Tile.getTagName()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Tile.highSeasComparator(Tile.java:62)	Change visibility of Constant "Tile.highSeasComparator" to default	Tile.highSeasComparator	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Tile.isSeaTile(Tile.java:66)	Change visibility of Constant "Tile.isSeaTile" to default	Tile.isSeaTile	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Tile.FLAG_RECALCULATE(Tile.java:123)	Change visibility of Constant "Tile.FLAG_RECALCULATE" to default	Tile.FLAG_RECALCULATE	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Tile.NEAR_RADIUS(Tile.java:137)	Change visibility of Constant "Tile.NEAR_RADIUS" to private	Tile.NEAR_RADIUS	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Tile.RESOURCE_ZINDEX(Tile.java:141)	Change visibility of Constant "Tile.RESOURCE_ZINDEX" to default	Tile.RESOURCE_ZINDEX	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Tile.RUMOUR_ZINDEX(Tile.java:142)	Change visibility of Constant "Tile.RUMOUR_ZINDEX" to default	Tile.RUMOUR_ZINDEX	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Tile.OLD_UNITS_TAG(Tile.java:2380)	Change visibility of Constant "Tile.OLD_UNITS_TAG" to private	Tile.OLD_UNITS_TAG	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Tile.OLD_TILE_ITEM_CONTAINER_TAG(Tile.java:2383)	Change visibility of Constant "Tile.OLD_TILE_ITEM_CONTAINER_TAG" to private	Tile.OLD_TILE_ITEM_CONTAINER_TAG	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.BuildQueue.<init>(BuildQueue.java:33)	Change visibility of Enum "BuildQueue.CompletionAction" to default - May cause compile errors!	BuildQueue.CompletionAction	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.BuildQueue.BuildQueue(BuildQueue.java:80)	Change visibility of Constructor "BuildQueue.BuildQueue(Colony,CompletionAction,int)" to default	BuildQueue.BuildQueue(Colony,CompletionAction,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.BuildQueue.getProductionInfo(BuildQueue.java:165)	Change visibility of Method "BuildQueue.getProductionInfo(List<AbstractGoods>)" to default	BuildQueue.getProductionInfo(List<AbstractGoods>)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.BuildQueue.ADD_RANDOM(BuildQueue.java:57)	EnumConstant "BuildQueue.CompletionAction.ADD_RANDOM" has 0 references	BuildQueue.CompletionAction.ADD_RANDOM	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.Market.MINIMUM_AMOUNT(Market.java:49)	Change visibility of Constant "Market.MINIMUM_AMOUNT" to private	Market.MINIMUM_AMOUNT	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Market.Market(Market.java:100)	Constructor "Market.Market(Game,String)" has 0 references	Market.Market(Game,String)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.Market.getInitialPrice(Market.java:206)	Method "Market.getInitialPrice(GoodsType)" has 0 references	Market.getInitialPrice(GoodsType)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.Market.getSales(Market.java:284)	Change visibility of Method "Market.getSales(GoodsType)" to default	Market.getSales(GoodsType)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Market.getIncomeBeforeTaxes(Market.java:309)	Change visibility of Method "Market.getIncomeBeforeTaxes(GoodsType)" to default	Market.getIncomeBeforeTaxes(GoodsType)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Market.getIncomeAfterTaxes(Market.java:331)	Change visibility of Method "Market.getIncomeAfterTaxes(GoodsType)" to default	Market.getIncomeAfterTaxes(GoodsType)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Market.getTagName(Market.java:588)	Change visibility of Method "Market.getTagName()" to default	Market.getTagName()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.BuildingType.BuildingType(BuildingType.java:74)	Constructor "BuildingType.BuildingType(String,Specification)" is only called from tests	BuildingType.BuildingType(String,Specification)	org.ucdetector.analyzeMarkerTestOnly	
net.sf.freecol.common.model.BuildingType.BuildingType(BuildingType.java:74)	Change visibility of Constructor "BuildingType.BuildingType(String,Specification)" to default	BuildingType.BuildingType(String,Specification)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.BuildingType.getNoAddReason(BuildingType.java:126)	Change visibility of Method "BuildingType.getNoAddReason(UnitType)" to default	BuildingType.getNoAddReason(UnitType)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.BuildingType.addProductionType(BuildingType.java:199)	Change visibility of Method "BuildingType.addProductionType(ProductionType)" to default	BuildingType.addProductionType(ProductionType)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.BuildingType.getAvailableProductionTypes(BuildingType.java:226)	Change visibility of Method "BuildingType.getAvailableProductionTypes(boolean,String)" to private	BuildingType.getAvailableProductionTypes(boolean,String)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.BuildingType.canProduce(BuildingType.java:275)	Change visibility of Method "BuildingType.canProduce(GoodsType,UnitType)" to default	BuildingType.canProduce(GoodsType,UnitType)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.BuildingType.getBaseProduction(BuildingType.java:292)	Change visibility of Method "BuildingType.getBaseProduction(ProductionType,GoodsType,UnitType)" to default	BuildingType.getBaseProduction(ProductionType,GoodsType,UnitType)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.BuildingType.getPotentialProduction(BuildingType.java:313)	Method "BuildingType.getPotentialProduction(GoodsType,UnitType)" has 0 references	BuildingType.getPotentialProduction(GoodsType,UnitType)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.BuildingType.getTagName(BuildingType.java:511)	Change visibility of Method "BuildingType.getTagName()" to private	BuildingType.getTagName()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.TradeRoute.TradeRoute(TradeRoute.java:82)	Constructor "TradeRoute.TradeRoute(Game,String)" has 0 references	TradeRoute.TradeRoute(Game,String)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.TradeRoute.removeStop(TradeRoute.java:165)	Method "TradeRoute.removeStop(TradeRouteStop)" has 0 references	TradeRoute.removeStop(TradeRouteStop)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.TradeRoute.isStopValid(TradeRoute.java:219)	Change visibility of Method "TradeRoute.isStopValid(Player,TradeRouteStop)" to private	TradeRoute.isStopValid(Player,TradeRouteStop)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.TradeRoute.getTagName(TradeRoute.java:415)	Change visibility of Method "TradeRoute.getTagName()" to default	TradeRoute.getTagName()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.ProductionInfo.addConsumption(ProductionInfo.java:51)	Change visibility of Method "ProductionInfo.addConsumption(AbstractGoods)" to default	ProductionInfo.addConsumption(AbstractGoods)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.ProductionInfo.addProduction(ProductionInfo.java:63)	Change visibility of Method "ProductionInfo.addProduction(AbstractGoods)" to default	ProductionInfo.addProduction(AbstractGoods)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.ProductionInfo.addProduction(ProductionInfo.java:67)	Method "ProductionInfo.addProduction(List<AbstractGoods>)" has 0 references	ProductionInfo.addProduction(List<AbstractGoods>)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.ProductionInfo.addMaximumProduction(ProductionInfo.java:79)	Change visibility of Method "ProductionInfo.addMaximumProduction(AbstractGoods)" to default	ProductionInfo.addMaximumProduction(AbstractGoods)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.ProductionInfo.addMaximumConsumption(ProductionInfo.java:164)	Change visibility of Method "ProductionInfo.addMaximumConsumption(AbstractGoods)" to default	ProductionInfo.addMaximumConsumption(AbstractGoods)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.UnitTypeChange.UnitTypeChange(UnitTypeChange.java:114)	Change visibility of Constructor "UnitTypeChange.UnitTypeChange(FreeColXMLReader,Specification)" to default	UnitTypeChange.UnitTypeChange(FreeColXMLReader,Specification)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.UnitTypeChange.asResultOf(UnitTypeChange.java:187)	Change visibility of Method "UnitTypeChange.asResultOf(ChangeType)" to default	UnitTypeChange.asResultOf(ChangeType)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.UnitTypeChange.canBeTaught(UnitTypeChange.java:197)	Change visibility of Method "UnitTypeChange.canBeTaught()" to default	UnitTypeChange.canBeTaught()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.UnitTypeChange.getTagName(UnitTypeChange.java:377)	Change visibility of Method "UnitTypeChange.getTagName()" to private	UnitTypeChange.getTagName()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.UnitTypeChange.tags(UnitTypeChange.java:56)	Change visibility of Constant "UnitTypeChange.tags" to private	UnitTypeChange.tags	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.UnitTypeChange.compatTags(UnitTypeChange.java:58)	Change visibility of Constant "UnitTypeChange.compatTags" to private	UnitTypeChange.compatTags	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.UnitTypeChange.turnsToLearn(UnitTypeChange.java:88)	Change visibility of Field "UnitTypeChange.turnsToLearn" to private	UnitTypeChange.turnsToLearn	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.UnitTypeChange.changeTypes(UnitTypeChange.java:91)	Change visibility of Field "UnitTypeChange.changeTypes" to private	UnitTypeChange.changeTypes	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.CombatModel.CombatOdds(CombatModel.java:74)	Change visibility of Constructor "CombatModel.CombatOdds.CombatOdds(double)" to default	CombatModel.CombatOdds.CombatOdds(double)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.CombatModel.combatIsAttackMeasurement(CombatModel.java:93)	Change visibility of Method "CombatModel.combatIsAttackMeasurement(FreeColGameObject,FreeColGameObject)" to default	CombatModel.combatIsAttackMeasurement(FreeColGameObject,FreeColGameObject)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.CombatModel.combatIsDefenceMeasurement(CombatModel.java:105)	Change visibility of Method "CombatModel.combatIsDefenceMeasurement(FreeColGameObject,FreeColGameObject)" to default	CombatModel.combatIsDefenceMeasurement(FreeColGameObject,FreeColGameObject)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.CombatModel.combatIsAmphibious(CombatModel.java:157)	Change visibility of Method "CombatModel.combatIsAmphibious(FreeColGameObject,FreeColGameObject)" to default	CombatModel.combatIsAmphibious(FreeColGameObject,FreeColGameObject)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.CombatModel.combatIsWarOfIndependence(CombatModel.java:174)	Change visibility of Method "CombatModel.combatIsWarOfIndependence(FreeColGameObject,FreeColGameObject)" to default	CombatModel.combatIsWarOfIndependence(FreeColGameObject,FreeColGameObject)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.CombatModel.UNKNOWN_ODDS(CombatModel.java:70)	Change visibility of Constant "CombatModel.CombatOdds.UNKNOWN_ODDS" to default	CombatModel.CombatOdds.UNKNOWN_ODDS	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.ROLE_CHANGE(Unit.java:74)	Change visibility of Constant "Unit.ROLE_CHANGE" to default	Unit.ROLE_CHANGE	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.name(Unit.java:110)	Change visibility of Field "Unit.name" to private	Unit.name	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.roleCount(Unit.java:128)	Change visibility of Field "Unit.roleCount" to private	Unit.roleCount	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.canCaptureGoods(Unit.java:525)	Change visibility of Method "Unit.canCaptureGoods()" to default	Unit.canCaptureGoods()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.modifyExperience(Unit.java:1137)	Method "Unit.modifyExperience(int)" is only called from tests	Unit.modifyExperience(int)	org.ucdetector.analyzeMarkerTestOnly	
net.sf.freecol.common.model.Unit.getNeededTurnsOfTraining(Unit.java:1322)	Change visibility of Method "Unit.getNeededTurnsOfTraining(UnitType,UnitType)" to private	Unit.getNeededTurnsOfTraining(UnitType,UnitType)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.canBeStudent(Unit.java:1372)	Change visibility of Method "Unit.canBeStudent(UnitType,UnitType)" to private	Unit.canBeStudent(UnitType,UnitType)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.validateCurrentStop(Unit.java:1592)	Change visibility of Method "Unit.validateCurrentStop()" to private	Unit.validateCurrentStop()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.losingEquipmentKillsUnit(Unit.java:1752)	Change visibility of Method "Unit.losingEquipmentKillsUnit()" to default	Unit.losingEquipmentKillsUnit()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.losingEquipmentDemotesUnit(Unit.java:1762)	Change visibility of Method "Unit.losingEquipmentDemotesUnit()" to default	Unit.losingEquipmentDemotesUnit()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.isBeached(Unit.java:1800)	Change visibility of Method "Unit.isBeached(Tile)" to private	Unit.isBeached(Tile)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.betterDefender(Unit.java:1849)	Change visibility of Method "Unit.betterDefender(Unit,double,Unit,double)" to default	Unit.betterDefender(Unit,double,Unit,double)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.getMoveType(Unit.java:2051)	Change visibility of Method "Unit.getMoveType(Tile,Tile,int)" to default	Unit.getMoveType(Tile,Tile,int)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.getSimpleMoveType(Unit.java:2109)	Method "Unit.getSimpleMoveType(Direction)" has 0 references	Unit.getSimpleMoveType(Direction)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.Unit.canMoveToHighSeas(Unit.java:2394)	Change visibility of Method "Unit.canMoveToHighSeas()" to private	Unit.canMoveToHighSeas()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.goingToDestination(Unit.java:2543)	Change visibility of Method "Unit.goingToDestination()" to default	Unit.goingToDestination()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.followingTradeRoute(Unit.java:2556)	Method "Unit.followingTradeRoute()" has 0 references	Unit.followingTradeRoute()	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.Unit.getClosestColony(Unit.java:2816)	Method "Unit.getClosestColony(List<Colony>)" has 0 references	Unit.getClosestColony(List<Colony>)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.Unit.findOurNearestSettlement(Unit.java:2843)	Change visibility of Method "Unit.findOurNearestSettlement(boolean,int,boolean)" to private	Unit.findOurNearestSettlement(boolean,int,boolean)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.findOurNearestSettlement(Unit.java:2862)	Change visibility of Method "Unit.findOurNearestSettlement(Tile,boolean,int,boolean)" to private	Unit.findOurNearestSettlement(Tile,boolean,int,boolean)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.findOurNearestSettlement(Unit.java:2903)	Change visibility of Method "Unit.findOurNearestSettlement()" to private	Unit.findOurNearestSettlement()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.findIntermediatePort(Unit.java:2939)	Method "Unit.findIntermediatePort(Location)" has 0 references	Unit.findIntermediatePort(Location)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.Unit.searchForDanger(Unit.java:3083)	Change visibility of Method "Unit.searchForDanger(int,float)" to private	Unit.searchForDanger(int,float)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.isInDanger(Unit.java:3142)	Method "Unit.isInDanger(int,float)" has 0 references	Unit.isInDanger(int,float)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.Unit.getSkillLevel(Unit.java:3495)	Change visibility of Method "Unit.getSkillLevel(UnitType)" to private	Unit.getSkillLevel(UnitType)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.Unit.addFeature(Unit.java:3522)	Method "Unit.addFeature(Feature)" has 0 references	Unit.addFeature(Feature)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.Unit.getProductionInfo(Unit.java:3534)	Change visibility of Method "Unit.getProductionInfo(List<AbstractGoods>)" to default	Unit.getProductionInfo(List<AbstractGoods>)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.evaluateFor(Unit.java:3588)	Change visibility of Method "Unit.evaluateFor(Player)" to default	Unit.evaluateFor(Player)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.Unit.getCombatModifiers(Unit.java:3610)	Change visibility of Method "Unit.getCombatModifiers(String,FreeColSpecObjectType,Turn)" to default	Unit.getCombatModifiers(String,FreeColSpecObjectType,Turn)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.IndianSettlement.<init>(IndianSettlement.java:54)	Change visibility of Enum "IndianSettlement.ContactLevel" to private - May cause compile errors!	IndianSettlement.ContactLevel	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.removeOwnedUnit(IndianSettlement.java:235)	Change visibility of Method "IndianSettlement.removeOwnedUnit(Unit)" to default	IndianSettlement.removeOwnedUnit(Unit)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.IndianSettlement.setWantedGoods(IndianSettlement.java:389)	Method "IndianSettlement.setWantedGoods(int,GoodsType)" is only called from tests	IndianSettlement.setWantedGoods(int,GoodsType)	org.ucdetector.analyzeMarkerTestOnly	
net.sf.freecol.common.model.IndianSettlement.allowContact(IndianSettlement.java:678)	Method "IndianSettlement.allowContact(Unit)" has 0 references	IndianSettlement.allowContact(Unit)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.IndianSettlement.getWantedGoodsAmount(IndianSettlement.java:799)	Change visibility of Method "IndianSettlement.getWantedGoodsAmount(GoodsType)" to private	IndianSettlement.getWantedGoodsAmount(GoodsType)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.willSell(IndianSettlement.java:906)	Change visibility of Method "IndianSettlement.willSell(GoodsType)" to private	IndianSettlement.willSell(GoodsType)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.getMaximumProduction(IndianSettlement.java:988)	Change visibility of Method "IndianSettlement.getMaximumProduction(GoodsType)" to private	IndianSettlement.getMaximumProduction(GoodsType)	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.getTagName(IndianSettlement.java:1641)	Change visibility of Method "IndianSettlement.getTagName()" to default	IndianSettlement.getTagName()	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.IndianSettlement.NATIVE_PRODUCTION_EFFICIENCY(IndianSettlement.java:63)	Change visibility of Constant "IndianSettlement.NATIVE_PRODUCTION_EFFICIENCY" to private	IndianSettlement.NATIVE_PRODUCTION_EFFICIENCY	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.WANTED_GOODS_COUNT(IndianSettlement.java:66)	Change visibility of Constant "IndianSettlement.WANTED_GOODS_COUNT" to default	IndianSettlement.WANTED_GOODS_COUNT	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.IndianSettlement.TRADE_MINIMUM_SIZE(IndianSettlement.java:72)	Change visibility of Constant "IndianSettlement.TRADE_MINIMUM_SIZE" to private	IndianSettlement.TRADE_MINIMUM_SIZE	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.TRADE_MINIMUM_PRICE(IndianSettlement.java:75)	Change visibility of Constant "IndianSettlement.TRADE_MINIMUM_PRICE" to private	IndianSettlement.TRADE_MINIMUM_PRICE	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.GIFT_THRESHOLD(IndianSettlement.java:92)	Change visibility of Constant "IndianSettlement.GIFT_THRESHOLD" to private	IndianSettlement.GIFT_THRESHOLD	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.GIFT_MINIMUM(IndianSettlement.java:95)	Change visibility of Constant "IndianSettlement.GIFT_MINIMUM" to private	IndianSettlement.GIFT_MINIMUM	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.GIFT_MAXIMUM(IndianSettlement.java:98)	Change visibility of Constant "IndianSettlement.GIFT_MAXIMUM" to private	IndianSettlement.GIFT_MAXIMUM	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.contactLevels(IndianSettlement.java:118)	Change visibility of Field "IndianSettlement.contactLevels" to private	IndianSettlement.contactLevels	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.lastTribute(IndianSettlement.java:130)	Change visibility of Field "IndianSettlement.lastTribute" to private	IndianSettlement.lastTribute	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.IndianSettlement.LEARNABLE_SKILL_TAG(IndianSettlement.java:1396)	Change visibility of Constant "IndianSettlement.LEARNABLE_SKILL_TAG" to default	IndianSettlement.LEARNABLE_SKILL_TAG	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.IndianSettlement.WANTED_GOODS_TAG(IndianSettlement.java:1397)	Change visibility of Constant "IndianSettlement.WANTED_GOODS_TAG" to default	IndianSettlement.WANTED_GOODS_TAG	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.IndianSettlement.OLD_UNITS_TAG(IndianSettlement.java:1399)	Change visibility of Constant "IndianSettlement.OLD_UNITS_TAG" to private	IndianSettlement.OLD_UNITS_TAG	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.EquipmentType.<init>(EquipmentType.java:41)	Change visibility of Class "EquipmentType" to default - May cause compile errors!	EquipmentType	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.EquipmentType.EquipmentType(EquipmentType.java:81)	Constructor "EquipmentType.EquipmentType(String,Specification)" has 0 references	EquipmentType.EquipmentType(String,Specification)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.EquipmentType.canBeCaptured(EquipmentType.java:109)	Method "EquipmentType.canBeCaptured()" has 0 references	EquipmentType.canBeCaptured()	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.EquipmentType.getCaptureEquipment(EquipmentType.java:121)	Method "EquipmentType.getCaptureEquipment(boolean)" has 0 references	EquipmentType.getCaptureEquipment(boolean)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.EquipmentType.isCompatibleWith(EquipmentType.java:134)	Method "EquipmentType.isCompatibleWith(EquipmentType)" has 0 references	EquipmentType.isCompatibleWith(EquipmentType)	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.EquipmentType.getTagName(EquipmentType.java:359)	Change visibility of Method "EquipmentType.getTagName()" to private	EquipmentType.getTagName()	org.ucdetector.analyzeMarkerVisibilityPrivate	
net.sf.freecol.common.model.EquipmentType.NO_EQUIPMENT(EquipmentType.java:43)	Constant "EquipmentType.NO_EQUIPMENT" has 0 references	EquipmentType.NO_EQUIPMENT	org.ucdetector.analyzeMarkerReference	
net.sf.freecol.common.model.FreeColSpecObjectType.FreeColSpecObjectType(FreeColSpecObjectType.java:82)	Change visibility of Constructor "FreeColSpecObjectType.FreeColSpecObjectType(String)" to default	FreeColSpecObjectType.FreeColSpecObjectType(String)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.FreeColSpecObjectType.FreeColSpecObjectType(FreeColSpecObjectType.java:92)	Change visibility of Constructor "FreeColSpecObjectType.FreeColSpecObjectType(Specification)" to default	FreeColSpecObjectType.FreeColSpecObjectType(Specification)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.FreeColSpecObjectType.FreeColSpecObjectType(FreeColSpecObjectType.java:103)	Change visibility of Constructor "FreeColSpecObjectType.FreeColSpecObjectType(String,Specification)" to default	FreeColSpecObjectType.FreeColSpecObjectType(String,Specification)	org.ucdetector.analyzeMarkerVisibilityDefault	
net.sf.freecol.common.model.LostCityRumour.LostCityRumour(LostCityRumour.java:117)	Change visibility of Constructor "LostCityRumour.LostCityRumour(Game,Tile,RumourType,String)" to default	LostCityRumour.LostCityRumour(Game,Tile,RumourType,String)	org.ucdetector.analyzeMarkerVisibilityDefault	
